ID,DataName,Value,Key,English,es,ar,fr,hi,ko,tl,vi,zh,
5,Wrong_Rationale_3,The Emancipation Proclamation was an executive order by Lincoln that freed slaves in the Confederacy.,Wrong_Rationale_3,The Emancipation Proclamation was an executive order by Lincoln that freed slaves in the Confederacy.,La Proclamación de Emancipación fue una orden ejecutiva de Lincoln que liberó a los esclavos en la Confederación.,___ _____ _____ ______ _____ ________ _____ ______ ___ ______ __ ____________.,La Proclamation d'émancipation était un ordre exécutif de Lincoln qui a libéré les esclaves dans la Confédération.,______ _____ _____ __ __ _________ ____ __ _____ ______ ___ _____ __ _____ _____,__ __ ___ ___ _____ ___ _____ __ __ __ _______.,Ang Proklamasyon ng Emansipasyon ay isang kautusang ehekutibo ni Lincoln na nagpalaya sa mga alipin sa Konpederasyon.,Tuyên ngôn Gi_i phóng Nô l_ là m_t s_c l_nh hành pháp c_a Lincoln gi_i phóng nô l_ _ Liên minh mi_n Nam.,______________________________,
6,Question,What is one right or freedom from the First Amendment?,Question,What is one right or freedom from the First Amendment?,¿Cuál es un derecho o libertad de la Primera Enmienda?,__ __ ___ ______ __ _______ __ _______ ______,Quel est un droit ou une liberté du Premier Amendement ?,____ ______ __ __ ______ __ __________ ____ __?,____ _1___ ____ _ __ ___ ___ _____?,Ano ang isang karapatan o kalayaan mula sa Unang Susog?,Quy_n ho_c t_ do nào t_ Tu chính án th_ nh_t?,___________________,
6,Correct_Answer_1,freedom of religion,Correct_Answer_1,freedom of religion,libertad de religión,____ _____,liberté de religion,____ __ __________,___ __,kalayaan sa relihiyon,t_ do tôn giáo,____,
6,Correct_Rationale_1,The First Amendment prohibits the government from interfering with an individual's choice of religion.,Correct_Rationale_1,The First Amendment prohibits the government from interfering with an individual's choice of religion.,La Primera Enmienda prohíbe que el gobierno interfiera con la elección de religión de una persona.,____ _______ _____ ___ _______ ______ __ ______ _____ _____.,Le Premier Amendement interdit au gouvernement d'interférer avec le choix religieux d'un individu.,____ ______ _____ __ ____ _______ __ ____ __ _____ ___ _________ ____ __ _____ ___,____ _1__ ___ ___ __ ___ ____ __ _____.,Ipinagbabawal ng Unang Susog ang gobyerno na makialam sa pagpili ng relihiyon ng isang tao.,Tu chính án th_ nh_t c_m chính ph_ can thi_p vào vi_c l_a ch_n tôn giáo c_a cá nhân.,___________________,
6,Correct_Answer_2,freedom of speech,Correct_Answer_2,freedom of speech,libertad de expresión,____ _______,liberté d'expression,____ __ __________,___ __,kalayaan sa pagsasalita,t_ do ngôn lu_n,____,
6,Correct_Rationale_2,The First Amendment prohibits the government from unduly suppressing individual expression.,Correct_Rationale_2,The First Amendment prohibits the government from unduly suppressing individual expression.,La Primera Enmienda prohíbe que el gobierno suprima indebidamente la expresión individual.,____ _______ _____ ___ _______ ___ _______ ______ ____ ___ ____.,Le Premier Amendement interdit au gouvernement de supprimer indûment l'expression individuelle.,____ ______ _____ __ ______ ___ __ _________ __________ __ _____ __ _____ ___,____ _1__ ___ ___ ___ ____ ____ __ _____.,Ipinagbabawal ng Unang Susog na pigilan ng gobyerno nang hindi makatarungan ang pagpapahayag ng indibidwal.,Tu chính án th_ nh_t c_m chính ph_ _àn áp b_t công s_ bi_u __t cá nhân.,__________________,
6,Correct_Answer_3,freedom of assembly,Correct_Answer_3,freedom of assembly,libertad de reunión,____ ______,liberté de réunion,___ __ __________,___ __,kalayaan sa pagtitipon,t_ do h_i h_p,____,
6,Correct_Rationale_3,People have the right to gather peacefully and share their opinions.,Correct_Rationale_3,People have the right to gather peacefully and share their opinions.,Las personas tienen el derecho de reunirse pacíficamente y compartir sus opiniones.,_____ ____ __ ______ ______ _______ ______.,Les gens ont le droit de se rassembler pacifiquement et de partager leurs opinions.,_____ __ ___________ ______ ____ __ ____ ___ ____ ____ __ ______ ___,____ ____ __ ___ __ ___ ____.,May karapatan ang mga tao na magtipon nang mapayapa at ibahagi ang kanilang mga opinyon.,M_i ng__i có quy_n t_ t_p m_t cách hòa bình và chia s_ _ ki_n c_a mình.,_________________,
6,Correct_Answer_4,freedom of the press,Correct_Answer_4,freedom of the press,libertad de prensa,____ _______,liberté de la presse,_____ __ __________,__ __,kalayaan ng pamamahayag,t_ do báo chí,____,
6,Correct_Rationale_4,This is the right to print and distribute information without prior government censorship.,Correct_Rationale_4,This is the right to print and distribute information without prior government censorship.,Este es el derecho a imprimir y distribuir información sin censura previa del gobierno.,___ __ ____ __ _____ ______ _________ ___ _____ ______ _____.,C'est le droit d'imprimer et de distribuer des informations sans censure préalable du gouvernement.,__ _______ __ ____ ______ ________ __ _____ __ ______ ____ __ ______ ___,__ ___ __ __ __ ___ ____ ___ _____.,Ito ang karapatang mag-print at magpamudmod ng impormasyon nang walang naunang sensura mula sa gobyerno.,_ây là quy_n in _n và phân ph_i thông tin mà không b_ ki_m duy_t tr__c b_i chính ph_.,__________________________,
6,Correct_Answer_5,freedom to petition the government,Correct_Answer_5,freedom to petition the government,libertad de petición al gobierno,____ _____ _______ _______,liberté de pétitionner le gouvernement,_____ __ ______ ____ __ __________,___ ___ __,kalayaan na magpetisyon sa gobyerno,quy_n ki_n ngh_ chính ph_,________,
6,Correct_Rationale_5,Citizens have the right to request changes in government policy.,Correct_Rationale_5,Citizens have the right to request changes in government policy.,Los ciudadanos tienen el derecho de solicitar cambios en la política gubernamental.,_________ ____ __ ___ _______ __ _____ _______.,Les citoyens ont le droit de demander des changements dans la politique gouvernementale.,________ __ ______ ____ ___ _____ __ ______ ____ __ ______ ___,___ __ ___ ___ ___ ___ ____.,May karapatan ang mga mamamayan na humiling ng mga pagbabago sa patakaran ng gobyerno.,Công dân có quy_n yêu c_u thay __i chính sách c_a chính ph_.,______________,
6,Wrong_Answer_1,"the right to vote, the right to bear arms, the right to due process, the right to equal protection, the right to privacy",Wrong_Answer_1,"the right to vote, the right to bear arms, the right to due process, the right to equal protection, the right to privacy","el derecho al voto, el derecho a portar armas, el derecho al debido proceso, el derecho a igual protección, el derecho a la privacidad","____ __ ________ ____ __ ___ _______ ____ __ _________ _________ ________ ____ __ _______ __________ ____ __ ________","le droit de vote, le droit de porter des armes, le droit au processus équitable, le droit à la protection égale, le droit à la vie privée","_____ __ ______, ______ ____ __ ______, ____ _________ __ ______, ____ _______ __ ______, ________ __ ______","___, __ ___, __ ___, __ ___, _____ __","ang karapatan bumoto, ang karapatan magdala ng armas, ang karapatan sa tamang proseso, ang karapatan sa pantay na proteksyon, ang karapatan sa pribasiya","quy_n b_u c_, quy_n mang v_ khí, quy_n ___c xét x_ _úng th_ t_c, quy_n ___c b_o v_ bình __ng, quy_n riêng t_",_______________________,
6,Wrong_Rationale_1,"The right to vote is protected by other amendments (15th, 19th, 26th), not the First. The right to bear arms is protected by the Second Amendment. Due process is guaranteed by the 5th and 14th Amendments. Equal protection is provided by the 14th Amendment. Privacy rights are derived from various amendments but not explicitly stated in the First.",Wrong_Rationale_1,"The right to vote is protected by other amendments (15th, 19th, 26th), not the First. The right to bear arms is protected by the Second Amendment. Due process is guaranteed by the 5th and 14th Amendments. Equal protection is provided by the 14th Amendment. Privacy rights are derived from various amendments but not explicitly stated in the First.","El derecho al voto está protegido por otras enmiendas (15, 19, 26), no por la Primera. El derecho a portar armas está protegido por la Segunda Enmienda. El debido proceso está garantizado por las Enmiendas 5 y 14. La protección igualitaria está provista por la Enmienda 14. Los derechos de privacidad derivan de varias enmiendas, pero no están explícitamente en la Primera.","____ __ _______ ____ ________ ____ (15 _19 _26)_ ____ _____. ____ __ ___ ______ ____ ________ ______. _________ _________ _______ ______ __________ ______ _______ ___. _______ _________ _____ _____ __ _______ ______ ___. ____ ________ ______ __ _______ ______ ____ __ _____ _____ __ _____.","Le droit de vote est protégé par d'autres amendements (15e, 19e, 26e), pas par le Premier. Le droit de porter des armes est protégé par le Deuxième Amendement. Le processus équitable est garanti par les 5e et 14e Amendements. La protection égale est fournie par le 14e Amendement. Les droits à la vie privée sont dérivés de divers amendements mais ne sont pas explicitement énoncés dans le Premier.","_____ __ ______ ____ ________ (15___, 19___, 26___) ______ ________ __, ____ ______ _____ ______ ____ __ ______ _____ ______ ______ ________ ___ ____ _________ __ ______ 5___ __ 14___ ________ ______ _________ ___ ____ _______ __ ______ 14___ ______ ______ ______ ____ ___ ___ ________ __ ______ _______ ________ __ _______ ____ ___ _____ ____ ___ ______ ___ __ ____ ____ __ ____","____ __ ____(_15, 19, 26_)_ __ ____ _1__ ____ ____. __ ____ _2__ __ _____. __ ___ _5, 14__ __ _____. __ ___ _14__ __ _____. _____ ___ ___ ______ _____ _1__ _____ ____ __ ____.","Ang karapatang bumoto ay protektado ng iba pang mga susog (15, 19, 26), hindi ng Una. Ang karapatan sa pagdadala ng armas ay protektado ng Ikalawang Susog. Ang tamang proseso ay ginagarantiyahan ng ika-5 at ika-14 na Susog. Ang pantay na proteksyon ay ibinibigay ng ika-14 na Susog. Ang mga karapatan sa pribasiya ay nagmula sa iba't ibang mga susog ngunit hindi tahasang nakasaad sa Una.","Quy_n b_u c_ ___c b_o v_ b_i các tu chính án khác (15, 19, 26), không ph_i b_i Tu chính án th_ nh_t. Quy_n mang v_ khí ___c b_o v_ b_i Tu chính án th_ hai. Quy_n ___c xét x_ _úng th_ t_c ___c __m b_o b_i Tu chính án th_ 5 và 14. Quy_n ___c b_o v_ bình __ng ___c cung c_p b_i Tu chính án th_ 14. Quy_n riêng t_ b_t ngu_n t_ nhi_u tu chính án nh_ng không ___c nêu rõ trong Tu chính án th_ nh_t.",___________15_19_26_____________________________________________________________________________________,
6,Wrong_Answer_2,"the right to trial by jury, the right against self-incrimination, the right to counsel, the right to speedy trial, the right to confront witnesses",Wrong_Answer_2,"the right to trial by jury, the right against self-incrimination, the right to counsel, the right to speedy trial, the right to confront witnesses","el derecho a juicio por jurado, el derecho a no autoincriminarse, el derecho a un abogado, el derecho a un juicio rápido, el derecho a confrontar testigos","____ __ ________ ____ ____ _______ ____ __ ___ _____ ______ ____ __ _________ ______ ____ __ ________ ________ ____ __ ______ ______","le droit à un procès devant un jury, le droit de ne pas s'auto-incriminer, le droit à un avocat, le droit à un procès rapide, le droit de confronter les témoins","____ ______ ______ __ ______, ____-______ __ ____ __ ______, ____ __ ______, _____ ______ __ ______, ______ __ _____ ____ __ ______","___ ___ __ __, _______ ____ __, ___ ___, ___ ___ __ __, ___ ___ __","ang karapatan sa paglilitis ng hurado, ang karapatan laban sa sariling pag-akusa, ang karapatan sa abogado, ang karapatan sa mabilis na paglilitis, ang karapatan na harapin ang mga saksi","quy_n ___c xét x_ b_i b_i th_m _oàn, quy_n ch_ng t_ bu_c t_i, quy_n có lu_t s_, quy_n ___c xét x_ nhanh chóng, quy_n __i ch_t nhân ch_ng",____________________________________________,
6,Wrong_Rationale_2,"These are all rights guaranteed by the 6th, 7th, and 8th Amendments related to criminal justice and legal proceedings, not the First Amendment which focuses on fundamental freedoms of expression and belief.",Wrong_Rationale_2,"These are all rights guaranteed by the 6th, 7th, and 8th Amendments related to criminal justice and legal proceedings, not the First Amendment which focuses on fundamental freedoms of expression and belief.","Todos estos son derechos garantizados por las Enmiendas 6, 7 y 8 relacionados con la justicia penal y los procesos legales, no por la Primera Enmienda que se centra en las libertades fundamentales de expresión y creencia.","__ ___ ____ ______ __________ 6 _7 _8 ________ ________ ________ __________ __________ ____ _______ _____ ____ ____ ___ _______ ________ _______ ________.","Tous ces droits sont garantis par les 6e, 7e et 8e Amendements liés à la justice pénale et aux procédures judiciaires, et non par le Premier Amendement qui se concentre sur les libertés fondamentales d'expression et de croyance.","__ ___ ______ 6___, 7___ __ 8___ ________ ______ _________ ___, __ _______ _____ __ ______ ____________ __ _______ ___, _ __ ____ ______ ______, __ __________ __ _______ __ _____ ____________ __ ________ ___","_ __ ___ __ ___ __ ___ __ _6, 7, 8__ __ ____, ___ ___ __ ___ ___ _ _1__ __ __ ____.","Ang lahat ng ito ay mga karapatang ginagarantiyahan ng ika-6, ika-7, at ika-8 na Susog na may kaugnayan sa katarungang pangkriminal at mga legal na proseso, hindi ng Unang Susog na nakatuon sa mga pangunahing kalayaan ng pagpapahayag at paniniwala.","_ây __u là các quy_n ___c __m b_o b_i Tu chính án th_ 6, 7 và 8 liên quan __n công l_ hình s_ và các th_ t_c pháp l_, không ph_i b_i Tu chính án th_ nh_t t_p trung vào các quy_n t_ do c_ b_n v_ ngôn lu_n và tín ng__ng.",_______________________________________________________,
