ID,DataName,vi,
87,Wrong_Rationale_1,Người Inca là một nền văn minh chủ yếu ở Nam Mỹ như Peru. Người Aztec là một nền văn minh ở khu vực Mexico ngày nay. Người Maya là một nền văn minh ở Trung Mỹ. Người Olmec là một nền văn minh cổ đại ở Mexico. Không dân tộc nào trong số này là bộ lạc da đỏ Mỹ trong lãnh thổ Hoa Kỳ hiện nay.,
87,Wrong_Answer_2,"Zulu, Maasai, Yoruba, Bantu",
87,Wrong_Rationale_2,Người Zulu là một dân tộc ở Nam Phi. Người Maasai đến từ Đông Phi (Kenya và Tanzania). Người Yoruba đến từ Tây Phi (Nigeria). Người Bantu là một nhóm lớn các dân tộc từ châu Phi hạ Sahara. Không nhóm nào trong số này là bộ lạc da đỏ Mỹ ở Hoa Kỳ.,
87,Wrong_Answer_3,"Celtic, Viking, Saxon, Norman",
87,Wrong_Rationale_3,Người Celt là dân tộc cổ đại ở châu Âu. Người Viking đến từ Scandinavia. Người Saxon là dân tộc Germanic định cư ở Anh. Người Norman đến từ miền bắc nước Pháp. Không dân tộc nào trong số này là bộ lạc da đỏ Mỹ bản địa ở Hoa Kỳ.,
88,Question,Hãy nêu tên một trong hai con sông dài nhất ở Hoa Kỳ.,
88,Correct_Answer_1,Sông Missouri,
88,Correct_Rationale_1,Sông Missouri là con sông dài nhất ở Hoa Kỳ.,
88,Correct_Answer_2,Sông Mississippi,
88,Correct_Rationale_2,Sông Mississippi là con sông dài thứ hai ở Hoa Kỳ.,
88,Wrong_Answer_1,"Sông Nile, Sông Amazon",
88,Wrong_Rationale_1,"Sông Nile là con sông dài nhất thế giới, nằm ở Châu Phi chứ không phải ở Hoa Kỳ. Sông Amazon nằm ở Nam Mỹ chứ không phải ở Hoa Kỳ.",
88,Wrong_Answer_2,"Sông Colorado, Sông Rio Grande",
88,Wrong_Rationale_2,"Sông Colorado là một con sông lớn ở tây nam Hoa Kỳ, nhưng không phải một trong hai con sông dài nhất. Sông Rio Grande tạo thành một phần biên giới với Mexico nhưng cũng không phải một trong hai con sông dài nhất.",
88,Wrong_Answer_3,"Sông Ohio, Sông Columbia",
88,Wrong_Rationale_3,Sông Ohio là phụ lưu lớn của sông Mississippi nhưng không phải một trong hai con sông dài nhất. Sông Columbia chảy qua vùng Tây Bắc Thái Bình Dương nhưng cũng không phải một trong hai con sông dài nhất.,
89,Question,Đại dương nào nằm ở bờ Tây của Hoa Kỳ?,
89,Correct_Answer_1,Thái Bình Dương,
89,Correct_Rationale_1,"California, Oregon và Washington nằm ở Thái Bình Dương.",
89,Wrong_Answer_1,Đại Tây Dương,
89,Wrong_Rationale_1,Đại Tây Dương nằm ở bờ Đông của Hoa Kỳ.,
89,Wrong_Answer_2,Ấn Độ Dương,
89,Wrong_Rationale_2,Ấn Độ Dương không giáp Hoa Kỳ.,
89,Wrong_Answer_3,Bắc Băng Dương,
89,Wrong_Rationale_3,Bắc Băng Dương giáp với bờ biển phía bắc của Alaska.,
90,Question,Đại Tây Dương nào nằm ở bờ biển phía Đông của Hoa Kỳ?,
90,Correct_Answer_1,Đại Tây Dương,
90,Correct_Rationale_1,"New York, Florida và Maine nằm ở Đại Tây Dương.",
90,Wrong_Answer_1,Thái Bình Dương,
90,Wrong_Rationale_1,Thái Bình Dương nằm ở bờ biển phía Tây của Hoa Kỳ.,
90,Wrong_Answer_2,Vịnh Mexico,
90,Wrong_Rationale_2,Vịnh Mexico nằm ở bờ biển đông nam của Hoa Kỳ.,
90,Wrong_Answer_3,Địa Trung Hải,
90,Wrong_Rationale_3,Biển Địa Trung Hải nằm giữa châu Âu và châu Phi.,
91,Question,Kể tên một lãnh thổ của Hoa Kỳ.,
91,Correct_Answer_1,Puerto Rico,
91,Correct_Rationale_1,,
91,Correct_Answer_2,Guam,
91,Correct_Rationale_2,,
91,Correct_Answer_3,Quần đảo Virgin thuộc Hoa Kỳ,
91,Correct_Rationale_3,,
91,Correct_Answer_4,Samoa thuộc Mỹ,
91,Correct_Rationale_4,,
91,Correct_Answer_5,Quần đảo Bắc Mariana,
91,Correct_Rationale_5,,
91,Wrong_Answer_1,"Hawaii, Alaska, California, Texas, Florida",
91,Wrong_Rationale_1,"Hawaii là tiểu bang thứ 50 của Hoa Kỳ, không phải là lãnh thổ. Alaska là tiểu bang thứ 49, không phải là lãnh thổ. California gia nhập Liên bang vào năm 1850. Texas gia nhập Liên bang vào năm 1845. Florida gia nhập Liên bang vào năm 1845. Tất cả những nơi này đều là tiểu bang, không phải lãnh thổ.",
91,Wrong_Answer_2,"Philippines, Cuba, Panama, Mexico, Canada",
91,Wrong_Rationale_2,Philippines từng là lãnh thổ của Hoa Kỳ nhưng nay là một quốc gia độc lập từ năm 1946. Cuba là một quốc gia độc lập và chưa bao giờ là lãnh thổ của Hoa Kỳ. Panama là một quốc,
91,Wrong_Answer_3,"Nhật Bản, Hàn Quốc, Đức, Vương quốc Anh, Úc",
91,Wrong_Rationale_3,"Nhật Bản là quốc gia độc lập, từng bị Hoa Kỳ chiếm đóng sau Thế chiến II nhưng chưa bao giờ là lãnh thổ. Hàn Quốc là quốc gia độc lập có sự hiện diện quân sự của Mỹ nhưng không phải là lãnh thổ. Đức bị chiếm đóng sau Thế chiến II nhưng chưa bao giờ là lãnh thổ của Mỹ. Vương quốc Anh là quốc gia độc lập và là cường quốc thuộc địa cũ. Úc là quốc gia độc lập và chưa bao giờ là lãnh thổ của Mỹ.",
92,Question,Hãy nêu một bang giáp biên giới với Canada.,
92,Correct_Answer_1,Washington,
92,Correct_Rationale_1,,
92,Correct_Answer_2,Alaska,
92,Correct_Rationale_2,,
92,Correct_Answer_3,New York,
92,Correct_Rationale_3,,
92,Correct_Answer_4,Montana,
92,Correct_Rationale_4,,
92,Wrong_Answer_1,"Oregon, California, Nevada, Utah",
92,Wrong_Rationale_1,"Oregon nằm ở phía nam bang Washington và không giáp Canada. California giáp Mexico, không giáp Canada. Nevada là một bang nội địa phía tây, không giáp Canada. Utah là một bang không giáp biển ở nội địa Hoa Kỳ và không giáp Canada.",
92,Wrong_Answer_2,"Colorado, Arizona, New Mexico, Texas",
92,Wrong_Rationale_2,"Colorado là một bang nội địa của Hoa Kỳ. Arizona giáp Mexico, không giáp Canada. New Mexico giáp Mexico, không giáp Canada. Texas giáp Mexico, không giáp Canada. Không bang nào trong số các bang tây nam này giáp Canada.",
92,Wrong_Answer_3,"Florida, Georgia, South Carolina, North Carolina",
92,Wrong_Rationale_3,,
93,Question,Hãy nêu tên một bang giáp với Mexico.,
93,Correct_Answer_1,California,
93,Correct_Rationale_1,,
93,Correct_Answer_2,Arizona,
93,Correct_Rationale_2,,
93,Correct_Answer_3,New Mexico,
93,Correct_Rationale_3,,
93,Correct_Answer_4,Texas,
93,Correct_Rationale_4,,
93,Wrong_Answer_1,"Nevada, Utah, Colorado, Oklahoma",
93,Wrong_Rationale_1,Nevada nằm ở phía đông California và Arizona và không giáp Mexico. Utah là một bang không giáp biển ở phía bắc Arizona. Colorado là một bang không giáp biển ở nội địa Hoa Kỳ. Oklahoma nằm ở miền nam trung Hoa Kỳ nhưng không giáp Mexico. Không bang nào trong số này giáp biên giới với Mexico.,
93,Wrong_Answer_2,"Florida, Louisiana, Mississippi, Alabama",
93,Wrong_Rationale_2,Florida nằm bên kia Vịnh Mexico so với Mexico nhưng không có biên giới đất liền. Louisiana giáp Vịnh Mexico nhưng không trực tiếp giáp Mexico. Mississippi nằm trên bờ biển Vịnh nhưng không giáp Mexico. Alabama nằm trên bờ biển Vịnh nhưng không giáp Mexico. Các bang vùng Vịnh này được ngăn cách với Mexico bởi nước.,
93,Wrong_Answer_3,"Washington, Oregon, Idaho, Montana",
93,Wrong_Rationale_3,"Washington giáp Canada, không giáp Mexico. Oregon nằm ở bờ Thái Bình Dương nhưng phía bắc California. Idaho là một bang không giáp biển ở phía tây bắc. Montana giáp Canada, không giáp Mexico. Tất cả các bang này nằm ở phía bắc hoặc tây bắc Hoa Kỳ, xa biên giới Mexico.",
94,Question,Thủ đô của Hoa Kỳ là gì?,
94,Correct_Answer_1,"Washington, D.C.",
94,Correct_Rationale_1,D.C. là viết tắt của Quận Columbia.,
94,Wrong_Answer_1,Thành phố New York,
94,Wrong_Rationale_1,"New York là thành phố lớn nhất của Hoa Kỳ và từng là thủ đô đầu tiên, nhưng không phải là thủ đô hiện tại.",
94,Wrong_Answer_2,Philadelphia,
94,Wrong_Rationale_2,"Philadelphia là một thành phố lịch sử nơi Tuyên ngôn Độc lập và Hiến pháp được ký kết, và nó từng là thủ đô trước đây.",
94,Wrong_Answer_3,Bang Washington,
94,Wrong_Rationale_3,"Bang Washington là một tiểu bang ở vùng Tây Bắc Thái Bình Dương, khác với thủ đô Washington, D.C.",
95,Question,Tượng Nữ thần Tự do ở đâu?,
95,Correct_Answer_1,New York (Cảng),
95,Correct_Rationale_1,Tượng Nữ thần Tự do nằm ở cảng New York.,
95,Correct_Answer_2,Đảo Liberty,
95,Correct_Rationale_2,"Cụ thể, nó nằm trên đảo Liberty trong cảng New York.",
95,Correct_Answer_3,New Jersey,
95,Correct_Rationale_3,"Đảo Liberty về mặt kỹ thuật nằm trong vùng nước của New Jersey, nhưng được quản lý bởi New York.",
95,Correct_Answer_4,gần Thành phố New York,
95,Correct_Rationale_4,Tượng Nữ thần Tự do nằm gần Thành phố New York trong cảng.,
95,Correct_Answer_5,trên sông Hudson,
95,Correct_Rationale_5,Bức tượng nằm ở nơi sông Hudson gặp cảng New York.,
95,Wrong_Answer_1,"Washington D.C., Philadelphia",
95,Wrong_Rationale_1,"Tượng Nữ thần Tự do không ở Washington, D.C., thủ đô của quốc gia. Nó cũng không ở Philadelphia, nơi khai sinh ra nền độc lập của Mỹ.",
95,Wrong_Answer_2,"Cảng Boston, Vịnh San Francisco",
95,Wrong_Rationale_2,Tượng Nữ thần Tự do không ở cảng Boston hay vịnh San Francisco. Nó đứng ở cảng New York.,
95,Wrong_Answer_3,"Los Angeles, Chicago",
95,Wrong_Rationale_3,Tượng Nữ thần Tự do không ở Los Angeles hay Chicago. Nó nằm ở cảng New York.,
96,Question,Tại sao lá cờ có 13 sọc?,
96,Correct_Answer_1,vì có 13 thuộc địa ban đầu,
96,Correct_Rationale_1,13 sọc đại diện cho 13 thuộc địa ban đầu đã tuyên bố độc lập.,
96,Correct_Answer_2,vì 13 tiểu bang ban đầu,
96,Correct_Rationale_2,13 sọc đại diện cho 13 tiểu bang ban đầu đã hình thành Liên bang.,
96,Wrong_Answer_1,cho 13 người ký Tuyên ngôn Độc lập,
96,Wrong_Rationale_1,Có 56 người đã ký Tuyên ngôn Độc lập.,
96,Wrong_Answer_2,cho 13 điều đầu tiên của Hiến pháp,
96,Wrong_Rationale_2,Hiến pháp ban đầu có bảy điều.,
96,Wrong_Answer_3,vì 13 là con số may mắn,
96,Wrong_Rationale_3,"Số lượng sọc dựa trên sự kiện lịch sử, không phải may mắn.",
97,Question,Tại sao lá cờ có 50 ngôi sao?,
97,Correct_Answer_1,vì có 50 tiểu bang,
97,Correct_Rationale_1,Mỗi ngôi sao đại diện cho một tiểu bang trong Liên bang.,
97,Wrong_Answer_1,vì có 50 thuộc địa ban đầu,
97,Wrong_Rationale_1,Có 13 thuộc địa ban đầu.,
97,Wrong_Answer_2,vì đã có 50 tổng thống,
97,Wrong_Rationale_2,Số ngôi sao không liên quan đến số tổng thống.,
97,Wrong_Answer_3,vì đã có chiến tranh ở 50 tiểu bang,
97,Wrong_Rationale_3,"Các ngôi sao đại diện cho các tiểu bang, không phải chiến tranh.",
98,Question,Tên của quốc ca là gì?,
98,Correct_Answer_1,"Quốc ca ""The Star-Spangled Banner""",
98,Correct_Rationale_1,Lời bài hát xuất phát từ một bài thơ của Francis Scott Key trong Chiến tranh 1812.,
98,Wrong_Answer_1,America the Beautiful,
98,Wrong_Rationale_1,"""America the Beautiful"" là một bài hát yêu nước nổi tiếng, nhưng không phải là quốc ca.",
98,Wrong_Answer_2,"""My Country 'Tis of Thee""",
98,Wrong_Rationale_2,"""My Country, 'Tis of Thee"" là một bài hát yêu nước, nhưng không phải là quốc ca.",
98,Wrong_Answer_3,God Bless America,
98,Wrong_Rationale_3,"""God Bless America"" là một bài hát yêu nước nổi tiếng, nhưng không phải là quốc ca.",
99,Question,Chúng ta kỷ niệm Ngày Độc lập khi nào?,
99,Correct_Answer_1,Ngày 4 tháng 7,
99,Correct_Rationale_1,Điều này kỷ niệm việc thông qua Tuyên ngôn Độc lập vào ngày 4 tháng 7 năm 1776.,
99,Wrong_Answer_1,Ngày 1 tháng 1,
99,Wrong_Rationale_1,Ngày 1 tháng 1 là Tết Dương lịch.,
99,Wrong_Answer_2,thứ Hai cuối cùng của tháng Năm,
99,Wrong_Rationale_2,"Đây là Ngày Tưởng niệm, vinh danh những người lính đã hy sinh trong quân ngũ.",
99,Wrong_Answer_3,thứ Năm thứ tư của tháng Mười Một,
99,Wrong_Rationale_3,Đây là Ngày Lễ Tạ Ơn.,
100,Question,Kể tên hai ngày lễ quốc gia của Hoa Kỳ.,
100,Correct_Answer_1,Giáng Sinh,
100,Correct_Rationale_1,,
100,Correct_Answer_2,Lễ Tạ Ơn,
100,Correct_Rationale_2,,
100,Correct_Answer_3,Ngày Độc lập,
100,Correct_Rationale_3,,
100,Correct_Answer_4,Tết Dương lịch,
100,Correct_Rationale_4,,
100,Wrong_Answer_1,"Ngày Lễ Tình nhân, Halloween, Cá Tháng Tư, Ngày Thánh Patrick",
100,Wrong_Rationale_1,Ngày Lễ Tình nhân được tổ chức rộng rãi nhưng không phải là ngày lễ liên bang. Halloween được tổ chức rộng rãi nhưng không phải là ngày lễ liên bang. Cá Tháng Tư không phải là ngày lễ chính thức. Ngày Thánh Patrick được tổ chức nhưng không phải là ngày lễ liên bang. Không ngày nào trong số này là ngày lễ quốc gia chính thức của Hoa Kỳ.,
100,Wrong_Answer_2,"Ngày của Mẹ, Ngày của Cha, Lễ Phục Sinh, Ngày Chuột Chũi",
100,Wrong_Rationale_2,"Ngày của Mẹ được tổ chức nhưng không phải là ngày lễ liên bang. Ngày của Cha được tổ chức nhưng không phải là ngày lễ liên bang. Lễ Phục Sinh là một ngày lễ tôn giáo nhưng không phải là ngày lễ liên bang. Ngày Chuột Chũi được ghi nhận nhưng không phải là ngày lễ liên bang. Đây là các ngày lễ văn hóa hoặc tôn giáo, không phải là ngày lễ quốc gia.",
100,Wrong_Answer_3,"Thứ Sáu Đen, Chủ nhật Super Bowl, Ngày Thuế, Ngày Bầu cử",
100,Wrong_Rationale_3,Ngày Thứ Sáu Đen là một ngày mua sắm nhưng không phải là ngày lễ liên bang. Chủ nhật Super Bowl là một sự kiện phổ biến nhưng không phải là ngày lễ liên bang. Ngày Thuế (15 tháng 4) là một hạn chót nhưng không phải là ngày lễ. Ngày Bầu cử quan trọng nhưng không phải là ngày lễ liên bang ở hầu hết các bang. Không ngày nào trong số này là ngày lễ quốc gia chính thức của Hoa Kỳ.,
