ID,DataName,tl,
85,Wrong_Rationale_2,"Ang laban upang palayain ang mga alipin ay naganap mga 100 taon bago ang kanyang panahon, noong panahon ng Digmaang Sibil. Ang NAACP ay itinatag noong 1909 nina W.E.B. Du Bois at iba pa, bago ipanganak si King noong 1929.",
85,Wrong_Answer_3,"naging Mahistrado ng Korte Suprema, nag-imbento ng telepono",
85,Wrong_Rationale_3,"Si Martin Luther King, Jr. ay hindi kailanman naging Mahistrado ng Korte Suprema; siya ay isang lider ng karapatang sibil at ministro. Ang telepono ay naimbento ni Alexander Graham Bell noong 1876, matagal bago ipinanganak si King.",
86,Question,"Anong mahalagang pangyayari ang naganap noong Setyembre 11, 2001, sa Estados Unidos?",
86,Correct_Answer_1,Inatake ng mga terorista ang Estados Unidos,
86,Correct_Rationale_1,"Sa araw na ito, dinukot ng mga teroristang al-Qaeda ang mga eroplano at inatake ang World Trade Center, Pentagon, at iba pang lugar.",
86,Wrong_Answer_1,Inatake ang Pearl Harbor,
86,Wrong_Rationale_1,"Ang pag-atake sa Pearl Harbor ay naganap noong Disyembre 7, 1941, na nagdala sa U.S. sa Ikalawang Digmaang Pandaigdig.",
86,Wrong_Answer_2,Bumagsak ang stock market,
86,Wrong_Rationale_2,Ang malaking pagbagsak ng stock market na nagpasimula ng Great Depression ay noong 1929.,
86,Wrong_Answer_3,Nagsimula ang Digmaan sa Iraq,
86,Wrong_Rationale_3,"Nagsimula ang Digmaan sa Iraq noong 2003, matapos ang mga pag-atake noong 9/11.",
87,Question,Magbanggit ng isang tribo ng American Indian sa Estados Unidos.,
87,Correct_Answer_1,Cherokee,
87,Correct_Rationale_1,Ang mga Cherokee ay isang tribo ng Native American na orihinal na mula sa timog-silangang Estados Unidos.,
87,Correct_Answer_2,Navajo,
87,Correct_Rationale_2,Ang mga Navajo ay isang tribo ng Native American mula sa timog-kanlurang Estados Unidos.,
87,Correct_Answer_3,Sioux,
87,Correct_Rationale_3,Ang Sioux ay isang tribo ng Native American mula sa rehiyon ng Great Plains.,
87,Correct_Answer_4,Chippewa,
87,Correct_Rationale_4,Ang Chippewa (Ojibwe) ay isang tribo ng Native American mula sa rehiyon ng Great Lakes.,
87,Correct_Answer_5,Choctaw,
87,Correct_Rationale_5,Ang Choctaw ay isang tribo ng Native American na orihinal na mula sa timog-silangang Estados Unidos.,
87,Correct_Answer_6,Pueblo,
87,Correct_Rationale_6,Ang mga Pueblo ay mga tribo ng Native American mula sa timog-kanlurang Estados Unidos.,
87,Correct_Answer_7,Apache,
87,Correct_Rationale_7,Ang mga Apache ay isang tribo ng Native American mula sa timog-kanlurang Estados Unidos.,
87,Correct_Answer_8,Iroquois,
87,Correct_Rationale_8,Ang mga Iroquois ay isang kapisanan ng mga tribo ng Native American mula sa hilagang-silangang Estados Unidos.,
87,Correct_Answer_9,Creek,
87,Correct_Rationale_9,Ang Creek (Muscogee) ay isang tribo ng Native American mula sa timog-silangang Estados Unidos.,
87,Correct_Answer_10,Blackfeet,
87,Correct_Rationale_10,Ang Blackfeet ay isang tribo ng Native American mula sa Hilagang Great Plains.,
87,Correct_Answer_11,Seminole,
87,Correct_Rationale_11,Ang Seminole ay isang tribo ng Native American mula sa Florida.,
87,Correct_Answer_12,Cheyenne,
87,Correct_Rationale_12,Ang Cheyenne ay isang tribo ng Native American mula sa Great Plains.,
87,Correct_Answer_13,Arawak,
87,Correct_Rationale_13,Ang Arawak ay mga katutubong tao ng Caribbean at Timog Amerika.,
87,Correct_Answer_14,Shawnee,
87,Correct_Rationale_14,Ang Shawnee ay isang tribo ng Native American na orihinal mula sa lambak ng Ohio.,
87,Correct_Answer_15,Mohegan,
87,Correct_Rationale_15,Ang Mohegan ay isang tribo ng Native American mula sa Connecticut.,
87,Correct_Answer_16,Huron,
87,Correct_Rationale_16,Ang Huron (Wyandot) ay isang tribo ng Native American mula sa rehiyon ng Great Lakes.,
87,Correct_Answer_17,Oneida,
87,Correct_Rationale_17,Ang Oneida ay isang tribo ng Native American at bahagi ng Confederacy ng Iroquois.,
87,Correct_Answer_18,Lakota,
87,Correct_Rationale_18,Ang Lakota ay isang tribo ng Native American at bahagi ng bansa ng Sioux.,
87,Correct_Answer_19,Crow,
87,Correct_Rationale_19,Ang Crow ay isang tribo ng Native American mula sa Hilagang Great Plains.,
87,Correct_Answer_20,Teton,
87,Correct_Rationale_20,Ang Teton ay isang sangay ng tribo ng Lakota Sioux.,
87,Correct_Answer_21,Hopi,
87,Correct_Rationale_21,Ang Hopi ay isang tribo ng Native American mula sa Arizona.,
87,Correct_Answer_22,Inuit,
87,Correct_Rationale_22,Ang Inuit ay mga katutubong tao mula sa Alaska at mga rehiyong Arktiko.,
87,Wrong_Answer_1,"Inca, Aztec, Maya, Olmec",
87,Wrong_Rationale_1,"Ang Inca ay isang kabihasnan na pangunahing matatagpuan sa Timog Amerika, tulad ng Peru. Ang Aztec ay isang kabihasnan na matatagpuan sa rehiyon ng kasalukuyang Mexico. Ang Maya ay isang kabihasnan na matatagpuan sa Gitnang Amerika. Ang Olmec ay isang sinaunang kabihasnan sa Mexico. Wala sa mga ito ang tribo ng American Indian sa kasalukuyang Estados Unidos.",
87,Wrong_Answer_2,"Zulu, Maasai, Yoruba, Bantu",
87,Wrong_Rationale_2,Ang mga Zulu ay isang tao mula sa South Africa. Ang mga Maasai ay mula sa Silangang Africa (Kenya at Tanzania). Ang mga Yoruba ay mula sa Kanlurang Africa (Nigeria). Ang mga Bantu ay isang malaking pangkat ng mga tao mula sa sub-Saharan Africa. Wala sa mga ito ang tribo ng American Indian mula sa Estados Unidos.,
87,Wrong_Answer_3,"Celtico, Viking, Saxon, Norman",
87,Wrong_Rationale_3,Ang mga Celt ay sinaunang tao mula sa Europa. Ang mga Viking ay mula sa Scandinavia. Ang mga Saxon ay mga taong Germanic na nanirahan sa Inglatera. Ang mga Norman ay mula sa hilagang Pransiya. Wala sa mga ito ang tribo ng American Indian na katutubo ng Estados Unidos.,
88,Question,Pangalanan ang isa sa dalawang pinakamahabang ilog sa Estados Unidos.,
88,Correct_Answer_1,Missouri (Ilog),
88,Correct_Rationale_1,Ang Ilog Missouri ang pinakamahabang ilog sa Estados Unidos.,
88,Correct_Answer_2,Mississippi (Ilog),
88,Correct_Rationale_2,Ang Ilog Mississippi ang pangalawang pinakamahabang ilog sa Estados Unidos.,
88,Wrong_Answer_1,"Nile (Ilog), Amazon (Ilog)",
88,Wrong_Rationale_1,"Ang Ilog Nile ang pinakamahabang ilog sa mundo, nasa Africa at hindi sa Estados Unidos. Ang Ilog Amazon ay nasa South America, hindi sa Estados Unidos.",
88,Wrong_Answer_2,"Colorado (Ilog), Rio Grande (Ilog)",
88,Wrong_Rationale_2,"Ang Ilog Colorado ay isang pangunahing ilog sa timog-kanlurang U.S., ngunit hindi ito kabilang sa dalawang pinakamahabang ilog. Ang Rio Grande ay bahagi ng hangganan sa Mexico ngunit hindi rin kabilang sa dalawang pinakamahabang.",
88,Wrong_Answer_3,"Ohio (Ilog), Columbia (Ilog)",
88,Wrong_Rationale_3,Ang Ilog Ohio ay pangunahing tributaryo ng Mississippi ngunit hindi kabilang sa dalawang pinakamahabang ilog. Ang Ilog Columbia ay dumadaloy sa Pacific Northwest ngunit hindi rin kabilang sa dalawang pinakamahabang.,
89,Question,Anong karagatan ang nasa Kanlurang Baybayin ng Estados Unidos?,
89,Correct_Answer_1,Pasipiko (Karagatan),
89,Correct_Rationale_1,"Ang California, Oregon, at Washington ay nasa Karagatang Pasipiko.",
89,Wrong_Answer_1,Atlantiko (Karagatan),
89,Wrong_Rationale_1,Ang Karagatang Atlantiko ay nasa Silangang Baybayin ng Estados Unidos.,
89,Wrong_Answer_2,Indian (Karagatan),
89,Wrong_Rationale_2,Ang Karagatang Indian ay hindi katabi ng Estados Unidos.,
89,Wrong_Answer_3,Arctic (Karagatan),
89,Wrong_Rationale_3,Ang Karagatang Arctic ay katabi ng hilagang baybayin ng Alaska.,
90,Question,Anong karagatan ang nasa silangang baybayin ng Estados Unidos?,
90,Correct_Answer_1,Atlantiko (Karagatan),
90,Correct_Rationale_1,"Ang New York, Florida, at Maine ay nasa karagatang Atlantiko.",
90,Wrong_Answer_1,Pasipiko (Karagatan),
90,Wrong_Rationale_1,Ang Karagatang Pasipiko ay nasa kanlurang baybayin ng Estados Unidos.,
90,Wrong_Answer_2,Golpo ng Mexico,
90,Wrong_Rationale_2,Ang Golpo ng Mexico ay nasa timog-silangang baybayin ng Estados Unidos.,
90,Wrong_Answer_3,Mediteraneo (Dagat),
90,Wrong_Rationale_3,Ang Dagat Mediteraneo ay matatagpuan sa pagitan ng Europa at Africa.,
91,Question,Magbanggit ng isang teritoryo ng U.S.,
91,Correct_Answer_1,Puerto Rico,
91,Correct_Rationale_1,,
91,Correct_Answer_2,Guam,
91,Correct_Rationale_2,,
91,Correct_Answer_3,U.S. Virgin Islands,
91,Correct_Rationale_3,,
91,Correct_Answer_4,American Samoa,
91,Correct_Rationale_4,,
91,Correct_Answer_5,Hilagang Mariana Islands,
91,Correct_Rationale_5,,
91,Wrong_Answer_1,"Hawaii, Alaska, California, Texas, Florida",
91,Wrong_Rationale_1,"Ang Hawaii ay ang ika-50 estado ng U.S., hindi isang teritoryo. Ang Alaska ay ang ika-49 na estado, hindi isang teritoryo. Ang California ay isang estado na sumali sa Union noong 1850. Ang Texas ay isang estado na sumali noong 1845. Ang Florida ay isang estado na sumali noong 1845. Lahat ng ito ay mga estado, hindi teritoryo.",
91,Wrong_Answer_2,"Pilipinas, Cuba, Panama, Mexico, Canada",
91,Wrong_Rationale_2,"Ang Pilipinas ay dating teritoryo ng U.S. ngunit naging isang malayang bansa noong 1946. Ang Cuba ay isang malayang bansa at hindi kailanman naging teritoryo ng U.S. Ang Panama ay isang malayang bansa, bagaman kinontrol ng U.S. ang Panama Canal Zone. Ang Mexico ay isang malayang bansa. Ang Canada ay isang malayang bansa.",
91,Wrong_Answer_3,"Japan, South Korea, Germany, United Kingdom, Australia",
91,Wrong_Rationale_3,Ang Japan ay isang malayang bansa na nasakop ng U.S. matapos ang WWII ngunit hindi kailanman naging teritoryo. Ang South Korea ay isang malayang bansa na may presensya ng militar ng U.S. ngunit hindi teritoryo. Ang Germany ay nasakop matapos ang WWII ngunit hindi kailanman naging teritoryo ng U.S. Ang United Kingdom ay isang malayang bansa at dating kapangyarihang kolonyal. Ang Australia ay isang malayang bansa at hindi kailanman naging teritoryo ng U.S.,
92,Question,Sabihin ang isang estado na katabi ng Canada.,
92,Correct_Answer_1,Washington,
92,Correct_Rationale_1,,
92,Correct_Answer_2,Alaska,
92,Correct_Rationale_2,,
92,Correct_Answer_3,New York,
92,Correct_Rationale_3,,
92,Correct_Answer_4,Montana,
92,Correct_Rationale_4,,
92,Wrong_Answer_1,"Oregon, California, Nevada, Utah",
92,Wrong_Rationale_1,"Ang Oregon ay nasa timog ng Washington state at hindi katabi ng Canada. Ang California ay katabi ng Mexico, hindi ng Canada. Ang Nevada ay isang panloob na estado sa kanluran na hindi katabi ng Canada. Ang Utah ay isang panloob na estado ng U.S. na walang hangganan sa Canada.",
92,Wrong_Answer_2,"Colorado, Arizona, New Mexico, Texas",
92,Wrong_Rationale_2,"Ang Colorado ay isang panloob na estado sa loob ng U.S. Ang Arizona ay katabi ng Mexico, hindi ng Canada. Ang New Mexico ay katabi ng Mexico, hindi ng Canada. Ang Texas ay katabi ng Mexico, hindi ng Canada. Wala sa mga estadong ito sa timog-kanluran ang katabi ng Canada.",
92,Wrong_Answer_3,"Florida, Georgia, South Carolina, North Carolina",
92,Wrong_Rationale_3,,
93,Question,Sabihin ang isang estado na hangganan ng Mexico.,
93,Correct_Answer_1,California,
93,Correct_Rationale_1,,
93,Correct_Answer_2,Arizona,
93,Correct_Rationale_2,,
93,Correct_Answer_3,New Mexico,
93,Correct_Rationale_3,,
93,Correct_Answer_4,Texas,
93,Correct_Rationale_4,,
93,Wrong_Answer_1,"Nevada, Utah, Colorado, Oklahoma",
93,Wrong_Rationale_1,Ang Nevada ay nasa silangan ng California at Arizona at hindi hangganan ng Mexico. Ang Utah ay isang landlocked na estado sa hilaga ng Arizona. Ang Colorado ay isang landlocked na estado sa loob ng U.S. Ang Oklahoma ay nasa timog gitna ng U.S. ngunit hindi hangganan ng Mexico. Wala sa mga estadong ito ang may hangganan sa Mexico.,
93,Wrong_Answer_2,"Florida, Louisiana, Mississippi, Alabama",
93,Wrong_Rationale_2,Ang Florida ay nasa kabilang panig ng Golpo ng Mexico mula sa Mexico ngunit hindi nagbabahagi ng hangganang lupa. Ang Louisiana ay hangganan ng Golpo ng Mexico ngunit hindi direkta sa Mexico. Ang Mississippi ay nasa baybayin ng Golpo ngunit hindi hangganan ng Mexico. Ang Alabama ay nasa baybayin ng Golpo ngunit hindi hangganan ng Mexico. Ang mga estadong Gulf na ito ay nahihiwalay sa Mexico ng tubig.,
93,Wrong_Answer_3,"Washington, Oregon, Idaho, Montana",
93,Wrong_Rationale_3,"Ang Washington ay hangganan ng Canada, hindi Mexico. Ang Oregon ay nasa baybayin ng Pasipiko ngunit nasa hilaga ng California. Ang Idaho ay isang landlocked na estado sa hilagang-kanluran. Ang Montana ay hangganan ng Canada, hindi Mexico. Ang lahat ng estadong ito ay nasa hilaga o hilagang-kanluran ng U.S., malayo sa hangganan ng Mexico.",
94,Question,Ano ang kabisera ng Estados Unidos?,
94,Correct_Answer_1,"Washington, D.C.",
94,Correct_Rationale_1,Ang D.C. ay nangangahulugang Distrito ng Columbia.,
94,Wrong_Answer_1,Lungsod ng New York,
94,Wrong_Rationale_1,"Ang New York ang pinakamalaking lungsod sa U.S. at ito ang unang kabisera, ngunit hindi na ito ang kasalukuyang kabisera.",
94,Wrong_Answer_2,Philadelphia,
94,Wrong_Rationale_2,"Ang Philadelphia ay isang makasaysayang lungsod kung saan nilagdaan ang Deklarasyon at Konstitusyon, at ito rin ay naging dating kabisera.",
94,Wrong_Answer_3,Estado ng Washington,
94,Wrong_Rationale_3,"Ang Estado ng Washington ay isang estado sa Pacific Northwest, at iba ito sa kabisera na Washington, D.C.",
95,Question,Saan matatagpuan ang Estatwa ng Kalayaan?,
95,Correct_Answer_1,New York (Dagat-dagatan),
95,Correct_Rationale_1,Ang Estatwa ng Kalayaan ay nasa New York Harbor.,
95,Correct_Answer_2,Isla ng Kalayaan,
95,Correct_Rationale_2,"Partikular, nasa Isla ng Kalayaan sa New York Harbor ito.",
95,Correct_Answer_3,New Jersey,
95,Correct_Rationale_3,"Ang Isla ng Kalayaan ay teknikal na nasa tubig ng New Jersey, ngunit pinamamahalaan ng New York.",
95,Correct_Answer_4,malapit sa Lungsod ng New York,
95,Correct_Rationale_4,Ang Estatwa ng Kalayaan ay nasa tabi ng Lungsod ng New York sa dagat-dagatan.,
95,Correct_Answer_5,sa Ilog Hudson,
95,Correct_Rationale_5,Ang estatwa ay matatagpuan kung saan nagtatagpo ang Ilog Hudson at ang New York Harbor.,
95,Wrong_Answer_1,"Washington D.C., Philadelphia",
95,Wrong_Rationale_1,"Ang Estatwa ng Kalayaan ay wala sa Washington, D.C., na siyang kabisera ng bansa. Wala rin ito sa Philadelphia, ang pinagmulan ng kalayaan ng Amerika.",
95,Wrong_Answer_2,"Puerto ng Boston, Look ng San Francisco",
95,Wrong_Rationale_2,Ang Estatwa ng Kalayaan ay wala sa Puerto ng Boston o sa Look ng San Francisco. Ito ay nasa New York Harbor.,
95,Wrong_Answer_3,"Los Angeles, Chicago",
95,Wrong_Rationale_3,Ang Estatwa ng Kalayaan ay wala sa Los Angeles o Chicago. Nasa New York Harbor ito.,
96,Question,Bakit may 13 guhit ang watawat?,
96,Correct_Answer_1,dahil mayroong 13 orihinal na kolonya,
96,Correct_Rationale_1,Ang 13 guhit ay kumakatawan sa 13 orihinal na kolonya na nagdeklara ng kalayaan.,
96,Correct_Answer_2,dahil sa 13 orihinal na estado,
96,Correct_Rationale_2,Ang 13 guhit ay kumakatawan sa 13 orihinal na estado na bumuo ng Unyon.,
96,Wrong_Answer_1,para sa 13 lumagda sa Deklarasyon,
96,Wrong_Rationale_1,Mayroong 56 lumagda sa Deklarasyon ng Kalayaan.,
96,Wrong_Answer_2,para sa unang 13 artikulo ng Konstitusyon,
96,Wrong_Rationale_2,Ang Konstitusyon ay orihinal na may pitong artikulo.,
96,Wrong_Answer_3,dahil 13 ay isang maswerteng numero,
96,Wrong_Rationale_3,"Ang bilang ng mga guhit ay batay sa makasaysayang katotohanan, hindi sa swerte.",
97,Question,Bakit may 50 bituin ang watawat?,
97,Correct_Answer_1,dahil may 50 estado,
97,Correct_Rationale_1,Ang bawat bituin ay kumakatawan sa isa sa mga estado ng Unyon.,
97,Wrong_Answer_1,dahil mayroong 50 orihinal na kolonya,
97,Wrong_Rationale_1,Mayroong 13 orihinal na kolonya.,
97,Wrong_Answer_2,dahil nagkaroon ng 50 pangulo,
97,Wrong_Rationale_2,Ang bilang ng mga bituin ay hindi kaugnay ng bilang ng mga pangulo.,
97,Wrong_Answer_3,dahil nagkaroon ng mga digmaan sa 50 estado,
97,Wrong_Rationale_3,"Ang mga bituin ay kumakatawan sa mga estado, hindi sa mga digmaan.",
98,Question,Ano ang pangalan ng pambansang awit?,
98,Correct_Answer_1,Ang Star-Spangled Banner,
98,Correct_Rationale_1,Ang mga liriko ay mula sa isang tula na isinulat ni Francis Scott Key noong Digmaan ng 1812.,
98,Wrong_Answer_1,America the Beautiful,
98,Wrong_Rationale_1,"Ang ""America the Beautiful"" ay isang tanyag na makabayang awit, ngunit hindi ito ang pambansang awit.",
98,Wrong_Answer_2,My Country 'Tis of Thee,
98,Wrong_Rationale_2,"Ang ""My Country, 'Tis of Thee"" ay isang makabayang awit, ngunit hindi ito ang pambansang awit.",
98,Wrong_Answer_3,God Bless America,
98,Wrong_Rationale_3,"Ang ""God Bless America"" ay isang tanyag na makabayang awit, ngunit hindi ito ang pambansang awit.",
99,Question,Kailan natin ipinagdiriwang ang Araw ng Kalayaan?,
99,Correct_Answer_1,Hulyo 4,
99,Correct_Rationale_1,"Ito ay ginugunita ang pagpapatibay ng Deklarasyon ng Kalayaan noong Hulyo 4, 1776.",
99,Wrong_Answer_1,Enero 1,
99,Wrong_Rationale_1,Ang Enero 1 ay Bagong Taon.,
99,Wrong_Answer_2,ang huling Lunes ng Mayo,
99,Wrong_Rationale_2,"Ito ay Araw ng Paggunita, na nagbibigay parangal sa mga sundalong namatay sa serbisyo militar.",
99,Wrong_Answer_3,ang ika-apat na Huwebes ng Nobyembre,
99,Wrong_Rationale_3,Ito ay Araw ng Pasasalamat.,
100,Question,Banggitin ang dalawang pambansang holiday sa U.S.,
100,Correct_Answer_1,Pasko,
100,Correct_Rationale_1,,
100,Correct_Answer_2,Araw ng Pasasalamat,
100,Correct_Rationale_2,,
100,Correct_Answer_3,Araw ng Kalayaan,
100,Correct_Rationale_3,,
100,Correct_Answer_4,Araw ng Bagong Taon,
100,Correct_Rationale_4,,
100,Wrong_Answer_1,"Araw ng mga Puso, Halloween, April Fool's Day, Araw ni San Patricio",
100,Wrong_Rationale_1,Ang Araw ng mga Puso ay malawak na ipinagdiriwang ngunit hindi ito isang pederal na holiday. Ang Halloween ay malawak na ipinagdiriwang ngunit hindi ito isang pederal na holiday. Ang Araw ng mga Loko ay hindi isang pampublikong holiday. Ang Araw ni San Patricio ay ipinagdiriwang ngunit hindi ito isang pederal na holiday. Wala sa mga ito ang opisyal na pambansang holiday ng U.S.,
100,Wrong_Answer_2,"Araw ng mga Ina, Araw ng mga Ama, Pasko ng Pagkabuhay, Araw ng Groundhog",
100,Wrong_Rationale_2,"Ipinagdiriwang ang Araw ng mga Ina ngunit hindi ito isang pederal na holiday. Ipinagdiriwang ang Araw ng mga Ama ngunit hindi ito isang pederal na holiday. Ang Pasko ng Pagkabuhay ay isang relihiyosong holiday ngunit hindi isang pederal na holiday. Ang Araw ng Groundhog ay inoobserbahan ngunit hindi ito isang pederal na holiday. Ang mga ito ay kultural o relihiyosong pagdiriwang, hindi pambansang holiday.",
100,Wrong_Answer_3,"Black Friday, Linggo ng Super Bowl, Araw ng Buwis, Araw ng Halalan",
100,Wrong_Rationale_3,Ang Black Friday ay isang araw ng pamimili ngunit hindi isang pederal na holiday. Ang Linggo ng Super Bowl ay isang tanyag na kaganapan ngunit hindi isang pederal na holiday. Ang Araw ng Buwis (Abril 15) ay isang deadline ngunit hindi isang holiday. Ang Araw ng Halalan ay mahalaga ngunit hindi ito isang pederal na holiday sa karamihan ng mga estado. Wala sa mga ito ang opisyal na pambansang holiday ng U.S.,
