ID,DataName,ar
92,Wrong_Answer_1,"أوريغون، كاليفورنيا، نيفادا، يوتا"
92,Wrong_Rationale_1,أوريغون تقع جنوب ولاية واشنطن ولا تحد كندا. كاليفورنيا تحد المكسيك وليس كندا. نيفادا ولاية داخلية في الغرب ولا تحد كندا. يوتا ولاية داخلية لا تحد كندا.
92,Wrong_Answer_2,"كولورادو، أريزونا، نيومكسيكو، تكساس"
92,Wrong_Rationale_2,كولورادو ولاية داخلية بلا سواحل في وسط الولايات المتحدة. أريزونا تحد المكسيك وليس كندا. نيومكسيكو تحد المكسيك وليس كندا. تكساس تحد المكسيك وليس كندا. ولا واحد من هذه الولايات الجنوبية الغربية يحد كندا.
92,Wrong_Answer_3,"فلوريدا، جورجيا، كارولاينا الجنوبية، كارولاينا الشمالية"
92,Wrong_Rationale_3,فلوريدا تقع في جنوب شرق الولايات المتحدة وتحد المحيط الأطلسي وخليج المكسيك. جورجيا تقع في جنوب شرق الولايات المتحدة. كارولاينا الجنوبية تقع على الساحل الأطلسي. كارولاينا الشمالية تقع على الساحل الأطلسي. جميع هذه الولايات الجنوبية الشرقية بعيدة عن الحدود الكندية.
93,Question,اذكر ولاية واحدة تحد المكسيك.
93,Correct_Answer_1,كاليفورنيا
93,Correct_Rationale_1,
93,Correct_Answer_2,أريزونا
93,Correct_Rationale_2,
93,Correct_Answer_3,نيو مكسيكو
93,Correct_Rationale_3,
93,Correct_Answer_4,تكساس
93,Correct_Rationale_4,
93,Wrong_Answer_1,"نيفادا، يوتا، كولورادو، أوكلاهوما"
93,Wrong_Rationale_1,نيفادا تقع شرق كاليفورنيا وأريزونا ولا تحد المكسيك. يوتا ولاية غير ساحلية شمال أريزونا. كولورادو ولاية غير ساحلية في الداخل الأمريكي. أوكلاهوما تقع في الجنوب الأوسط من الولايات المتحدة لكنها لا تحد المكسيك. لا تشترك أي من هذه الولايات بحدود مع المكسيك.
93,Wrong_Answer_2,"فلوريدا، لويزيانا، ميسيسيبي، ألاباما"
93,Wrong_Rationale_2,فلوريدا تقع على الجانب الآخر من خليج المكسيك من المكسيك لكنها لا تشترك في حدود برية. لويزيانا تحد خليج المكسيك ولكن ليس المكسيك مباشرة. ميسيسيبي على ساحل الخليج ولكن لا تحد المكسيك. ألاباما على ساحل الخليج ولكن لا تحد المكسيك. هذه الولايات المطلة على الخليج مفصولة عن المكسيك بالماء.
93,Wrong_Answer_3,"واشنطن، أوريغون، أيداهو، مونتانا"
93,Wrong_Rationale_3,"واشنطن تحد كندا وليس المكسيك. أوريغون تقع على الساحل الهادئ لكنها شمال كاليفورنيا. أيداهو ولاية داخلية في الشمال الغربي. مونتانا تحد كندا وليس المكسيك. جميع هذه الولايات في شمال أو شمال غرب الولايات المتحدة، بعيدة عن الحدود المكسيكية."
94,Question,ما هي عاصمة الولايات المتحدة؟
94,Correct_Answer_1,واشنطن العاصمة
94,Correct_Rationale_1,تشير D.C. إلى مقاطعة كولومبيا.
94,Wrong_Answer_1,مدينة نيويورك
94,Wrong_Rationale_1,"نيويورك هي أكبر مدينة في الولايات المتحدة وكانت عاصمتها الأولى، لكنها ليست العاصمة الحالية."
94,Wrong_Answer_2,فيلادلفيا
94,Wrong_Rationale_2,"فيلادلفيا مدينة تاريخية تم فيها توقيع إعلان الاستقلال والدستور، وكانت عاصمة سابقة."
94,Wrong_Answer_3,ولاية واشنطن
94,Wrong_Rationale_3,"ولاية واشنطن هي ولاية في شمال غرب المحيط الهادئ، وهي مكان مختلف عن العاصمة واشنطن العاصمة."
95,Question,أين تقع تمثال الحرية؟
95,Correct_Answer_1,نيويورك (الميناء)
95,Correct_Rationale_1,يقع تمثال الحرية في ميناء نيويورك.
95,Correct_Answer_2,جزيرة الحرية
95,Correct_Rationale_2,يقع تحديدًا في جزيرة الحرية في ميناء نيويورك.
95,Correct_Answer_3,نيو جيرسي
95,Correct_Rationale_3,"تقع جزيرة الحرية تقنيًا في مياه نيو جيرسي، لكنها تُدار من قبل نيويورك."
95,Correct_Answer_4,بالقرب من مدينة نيويورك
95,Correct_Rationale_4,يقع تمثال الحرية بالقرب من مدينة نيويورك في الميناء.
95,Correct_Answer_5,على نهر هدسون
95,Correct_Rationale_5,يقع التمثال عند التقاء نهر هدسون مع ميناء نيويورك.
95,Wrong_Answer_1,"واشنطن العاصمة، فيلادلفيا"
95,Wrong_Rationale_1,"تمثال الحرية ليس في واشنطن العاصمة، وهي عاصمة الأمة. كما أنه ليس في فيلادلفيا، مسقط رأس الاستقلال الأمريكي."
95,Wrong_Answer_2,"ميناء بوسطن، خليج سان فرانسيسكو"
95,Wrong_Rationale_2,تمثال الحرية ليس في ميناء بوسطن أو خليج سان فرانسيسكو. إنه قائم في ميناء نيويورك.
95,Wrong_Answer_3,"لوس أنجلوس، شيكاغو"
95,Wrong_Rationale_3,تمثال الحرية ليس في لوس أنجلوس أو شيكاغو. إنه موجود في ميناء نيويورك.
96,Question,لماذا يحتوي العلم على 13 خطًا؟
96,Correct_Answer_1,لأنه كان هناك 13 مستعمرة أصلية
96,Correct_Rationale_1,الخطوط الثلاثة عشر تمثل المستعمرات الثلاث عشرة الأصلية التي أعلنت الاستقلال.
96,Correct_Answer_2,بسبب الولايات الثلاث عشرة الأصلية
96,Correct_Rationale_2,الخطوط الثلاثة عشر تمثل الولايات الثلاث عشرة الأصلية التي شكلت الاتحاد.
96,Wrong_Answer_1,من أجل 13 موقّعًا على إعلان الاستقلال
96,Wrong_Rationale_1,كان هناك 56 موقّعًا على إعلان الاستقلال.
96,Wrong_Answer_2,من أجل أول 13 مادة من الدستور
96,Wrong_Rationale_2,كان الدستور في الأصل يحتوي على سبع مواد.
96,Wrong_Answer_3,لأن الرقم 13 رقم محظوظ
96,Wrong_Rationale_3,"عدد الخطوط يستند إلى حقيقة تاريخية، وليس إلى الحظ."
97,Question,لماذا يحتوي العلم على 50 نجمة؟
97,Correct_Answer_1,لأنه يوجد 50 ولاية
97,Correct_Rationale_1,كل نجمة تمثل واحدة من ولايات الاتحاد.
97,Wrong_Answer_1,لأنه كان هناك 50 مستعمرة أصلية
97,Wrong_Rationale_1,كان هناك 13 مستعمرة أصلية.
97,Wrong_Answer_2,لأنه كان هناك 50 رئيسًا
97,Wrong_Rationale_2,عدد النجوم لا يتعلق بعدد الرؤساء.
97,Wrong_Answer_3,لأنه كانت هناك حروب في 50 ولاية
97,Wrong_Rationale_3,"النجوم تمثل الولايات، وليست الحروب."
98,Question,ما اسم النشيد الوطني؟
98,Correct_Answer_1,راية متلألئة بالنجوم
98,Correct_Rationale_1,الكلمات مأخوذة من قصيدة كتبها فرانسيس سكوت كي أثناء حرب 1812.
98,Wrong_Answer_1,أمريكا الجميلة
98,Wrong_Rationale_1,"""أمريكا الجميلة"" هي أغنية وطنية مشهورة، لكنها ليست النشيد الوطني."
98,Wrong_Answer_2,"بلدي ""تيس أوف ثي"""
98,Wrong_Rationale_2,"""بلدي، تيس أوف ثي"" هو نشيد وطني، لكنه ليس النشيد الوطني."
98,Wrong_Answer_3,فليبارك الله أمريكا
98,Wrong_Rationale_3,"""فليبارك الله أمريكا"" هي أغنية وطنية مشهورة، لكنها ليست النشيد الوطني."
99,Question,متى نحتفل بيوم الاستقلال؟
99,Correct_Answer_1,4 يوليو
99,Correct_Rationale_1,يحيي هذا ذكرى اعتماد إعلان الاستقلال في 4 يوليو 1776.
99,Wrong_Answer_1,1 يناير
99,Wrong_Rationale_1,الأول من يناير هو يوم رأس السنة.
99,Wrong_Answer_2,آخر يوم اثنين في مايو
99,Wrong_Rationale_2,"هذا هو يوم الذكرى، الذي يكرم الجنود الذين ماتوا في الخدمة العسكرية."
99,Wrong_Answer_3,الخميس الرابع من نوفمبر
99,Wrong_Rationale_3,هذا هو عيد الشكر.
100,Question,اذكر عطلتين وطنيتين في الولايات المتحدة.
100,Correct_Answer_1,عيد الميلاد
100,Correct_Rationale_1,
100,Correct_Answer_2,عيد الشكر
100,Correct_Rationale_2,
100,Correct_Answer_3,يوم الاستقلال
100,Correct_Rationale_3,
100,Correct_Answer_4,يوم رأس السنة
100,Correct_Rationale_4,
100,Wrong_Answer_1,"عيد الحب، عيد الهالوين، كذبة أبريل، يوم القديس باتريك"
100,Wrong_Rationale_1,يتم الاحتفال بعيد الحب على نطاق واسع ولكنه ليس عطلة فيدرالية. يتم الاحتفال بالهالوين على نطاق واسع ولكنه ليس عطلة فيدرالية. كذبة أبريل ليست عطلة رسمية. يتم الاحتفال بيوم القديس باتريك ولكنه ليس عطلة فيدرالية. لا شيء من هذه عطلات وطنية رسمية في الولايات المتحدة.
100,Wrong_Answer_2,"عيد الأم، عيد الأب، عيد الفصح، يوم جرذ الأرض"
100,Wrong_Rationale_2,يتم الاحتفال بعيد الأم ولكنه ليس عطلة فيدرالية. يتم الاحتفال بعيد الأب ولكنه ليس عطلة فيدرالية. عيد الفصح عطلة دينية لكنه ليس عطلة فيدرالية. يتم ملاحظة يوم جرذ الأرض ولكنه ليس عطلة فيدرالية. هذه مناسبات ثقافية أو دينية وليست عطلات وطنية.
100,Wrong_Answer_3,"الجمعة السوداء، أحد السوبر بول، يوم الضرائب، يوم الانتخابات"
100,Wrong_Rationale_3,الجمعة السوداء هو يوم تسوق ولكنه ليس عطلة فيدرالية. أحد السوبر بول هو حدث شعبي ولكنه ليس عطلة فيدرالية. يوم الضرائب (15 أبريل) هو موعد نهائي ولكنه ليس عطلة. يوم الانتخابات مهم ولكنه ليس عطلة فيدرالية في معظم الولايات. لا شيء من هذه عطلات وطنية رسمية في الولايات المتحدة.
